text,labels
"Hans Reichenbach (September 26, 1891 – April 9, 1953) was a leading philosopher of science, educator, and proponent of logical empiricism. He was influential in the areas of science, education, and of logical empiricism. He founded the Gesellschaft für empirische Philosophie (Society for Empirical Philosophy) in Berlin in 1928, also known as the “Berlin Circle.” Carl Gustav Hempel, Richard von Mises, David Hilbert and Kurt Grelling all became members of the Berlin Circle. He authored The Rise of Scientific Philosophy. In 1930, Reichenbach and Rudolf Carnap became editors of the journal Erkenntnis (Knowledge). He also made lasting contributions to the study of empiricism based on a theory of probability; the logic and the philosophy of mathematics; space, time, and relativity theory; analysis of probabilistic reasoning; and quantum mechanics.",Philosopher
"Alicia Burley (born February 22, 1978, Lowell, Massachusetts, United States), is an American model. She was Playboy 's Cyber Girl of the Month for June 2003, and Cyber Girl of the Year for 2004. Alicia stands 5'4\"". She measured 34D-23-33 and weighed 110 pounds when she was chosen as Playboy's Cyber Girl for the second week of February 2003. She later was promoted to Cyber Girl of the Month for June 2003, and eventually attained the title of 2004 Cyber Girl of the Year.",Model
"Allen Thomas (December 14, 1830 – December 3, 1907) was a Confederate States Army brigadier general during the American Civil War (Civil War). He was born in Howard County, Maryland and became a lawyer but he moved to Louisiana in the later 1850s and became a planter and colonel in the Louisiana militia. After the war, he was a planter, Presidential elector in 1872 and 1880, professor of agriculture at Louisiana State University and coiner at the United States Mint at New Orleans, Louisiana. He moved to Florida in 1889. Between 1894 and 1897, he was United States Minister to Venezuela. He moved to Mississippi in 1907 and died there in that year. He was buried at Donaldsonville, Louisiana.",MilitaryPerson
"Bill Cunningham (born October 15, 1944) was elected to the Kentucky Supreme Court in November 2006 to represent the 1st Appellate District.",Judge
"Marisa Sartika Maladewi, born June 28, 1993 in Yogyakarta, is an Indonesian beauty pageant titleholder who was crowned Puteri Indonesia 2013 1st Runner-up  and represented her country at the Miss International 2013 pageant.",BeautyQueen
"Elisandra Tomacheski (born October 28, 1985) is a Brazilian model. She was born at Rio Grande do Sul, Brazil. She has modeled mainly for swimsuit company Elis as well as for clothing companies like Izod, Island Company and Foschini Limited. She has worked with agencies like Heffner Management, Next Model Management - Miami, Elan Models, Imm Europe - Dusseldorf, Elan Management - Geneva.",Model
"Arthur Eugene (Gene) Henn  (June 5, 1940 – March 28, 2001) was a retired vice admiral in the United States Coast Guard who served as the 19th Vice Commandant from 1994 to 1996. He was previously Chief, Office of Marine Safety, Security and Environmental Protection. He graduated from the United States Coast Guard Academy in 1962 and also attended the University of Michigan and United States Army War College. Henn was married to Susan Frances Pedretti of Cincinnati, Ohio and had two children. His awards include the Distinguished Service Medal, Legion of Merit, two Meritorious Service Medals, four Coast Guard Commendation Medals, the Coast Guard Achievement Medal, Coast Guard Unit Commendations, the Coast Guard Meritorious Unit Commendation, and two Coast Guard Commandant's Letter of Commendation Ribbons. Henn died in 2001 at the age of 60 and is buried at Arlington National Cemetery.",MilitaryPerson
"General Alastair M'Ian Macdonald was a British Army officer who became Commander-in-Chief, Scotland.",MilitaryPerson
"Torquato Conti (1591–1636) was an Italian military commander who served as a General-Field Marshal of the Holy Roman Empire during the Thirty Years' War. His barbarous treatment of defenceless villagers earned him the nickname, The Devil. He later became a nobleman and was made Duke of Guadagnolo and Gonfalonier of the Church by Pope Urban VIII.",Noble
"Dawn Neesom (born 11 December 1964) is a British journalist. She is the current editor of the Daily Star newspaper, having been promoted to the post in December 2003. Born in Stratford, London, England, Neesom attended Valentines High School in Ilford. Her mother was a cleaner and her father a lorry driver. Neesom has claimed at various times that her career in journalism began on the local weekly newspaper the Newham Recorder, but this has been shown to be untrue and she no longer makes this claim. She also worked on Woman's Own magazine before joining The Sun newspaper as a feature writer in 1992. She was promoted to become woman's editor before she joined the Daily Star as their woman's editor in 1997. Between 1997 and 2003 she was promoted to features editor and then associate editor (features) before, in September 2003, becoming joint deputy editor with Hugh Whittow. She is a staunch West Ham United fan and also practises kickboxing in her spare time.",Journalist
"Captain Lord Robert Manners (6 February 1758 – 23 April 1782) was an officer of the Royal Navy and nobleman, the second son of John Manners, Marquess of Granby and Lady Frances Seymour.",Noble
"John Michael Richardson (born c. 1960) is an admiral in the United States Navy who currently serves as the 31st Chief of Naval Operations. He previously served as the Director of the Naval Nuclear Propulsion Program from November 2, 2012 to August 14, 2015. While serving as Director of Naval Nuclear Propulsion (itself a joint Department of Energy and Department of Navy organization), Richardson was responsible for the command and safe, reliable operation of the United States Navy's nuclear propulsion program and for all the current United States naval reactors deployed for usage as well as all facilities needed to ensure safe operations. On May 13, 2015, United States Secretary of Defense, Ashton Carter, announced Richardson's nomination to succeed Admiral Jonathan Greenert as Chief of Naval Operations.Richardson began serving as the 31st Chief of Naval Operations September 18, 2015.",MilitaryPerson
"Count Adolf III of Nassau-Wiesbaden-Idstein (by a different way of counting: Adolf IV; 10 November 1443 – 6 July 1511) was a son of Count John II of Nassau-Wiesbaden-Idstein and his wife Maria of Nassau-Dillenburg (1463–1504). After his father's death in 1480, he ruled Nassau-Wiesbaden and his brother Philip ruled Nassau-Idstein. After Philip's childless death in 1508, Adolf III ruled also ruled Nassau-Idstein. Adolf served in the army of the Habsburg Duke consort and later Emperor Maximilian I and participated in the conquest of the Duchy of Gelre in 1478. In 1481, he was appointed stadholder of the County of Zutphen and in 1489 also as stadholder of Gelre. However, in 1492 Charles II was reinstated as Duke of Guelders. Adolf then returned to Germany",Noble
"Haji Allahshükür Hummat Pashazade (Azerbaijani: Allahşükür Hümmət Paşazadə/الله شکور پاشازاده) Sheikh ul-Islam and Grand Mufti of the Caucasus which includes his native Republic of Azerbaijan, Republic of Georgia, and Dagestan, Kabardino-Balkaria, Ingushetia, Chechnya, Karachay–Cherkessia, and Adygea in the Russian Federation. He is also the current chairman of the Religious Council of the Caucasus. Allahshükür Pashazade was born in Cil, Lankaran Rayon, Azerbaijan Soviet Socialist Republic (today the Republic of Azerbaijan) on August 26, 1949. He got his primary religious education from the local religious clergy in the city of Lankaran. In 1968, he went to the Uzbekistan Soviet Socialist Republic (today the independent Republic of Uzbekistan) where he entered the Mir-i-Arab Madrasah in Bukhara and later relocated to Tashkent where he finished his religious education in Tashkent State University in 1975. Finally returning to Azerbaijan in 1975, he became the acting secretary of the Caucasian Muslims Office, and Akhund and deputy chief of the Taza Pir Mosque in the Azerbaijani capital Baku. In 1980 he was elected chairman of the Caucasian Muslims Office and became Sheikh ul-Islam. After the collapse and dissolution of the Soviet Union and independence of Azerbaijan, in 1992, he was elected chairman of the Supreme Religious Board of Caucasian peoples of Azerbaijan, Georgia, Dagestan, Kabardino-Balkaria, Ingushetia, Chechnya, Karachay-Cherkessia, and Adygea. Although he is himself a Shiite Muslim and originally a Shia cleric, he is also the world's only Sunni-Shia Grand Mufti (The title of Grand Mufti actually refers and is normally reserved to the highest official of religious law in a Sunni Muslim country), giving each group fatwas according to their relevant madhab, reflecting Azerbaijan's Sunni-Shia mix. Allahshükür Pashazade is the member of the Management Board of World Islamic Congress, the Management Board of Eurasia Islamic Council and a number of other international organizations. He was elected co-chair of CIS Interreligious Council in 2004. On November 21, 2009, he was included in a 500 Most Influential Muslims of World book",Religious
"Konstantin Jovanović (Serbian Cyrillic: Константин Јовановић; Bulgarian: Константин Йованович; 13 January 1849 – 15 February 1923) was an Austrian/Austro–Hungarian, Serbian and Bulgarian architect known for providing the original designs of the National Assembly of Bulgaria and National Assembly of Serbia buildings.",Architect
"Ivana Žnidarić (born 1985) is a Croatian model. She was Miss Croatia in 2004, and competed at Miss World 2004.",Model
"Sara Moulton (born February 19, 1952) is an American chef, cookbook author and television personality. In an article for The New York Times, Kim Severson described Moulton as \""one of the nation’s most enduring recipe writers and cooking teachers...and a dean of food television and magazines.\"" She was the on-air food editor for Good Morning America, a morning news-and-talk show broadcast on the ABC television network, from 1997 through 2012. She was the chef of the executive dining room at Gourmet for 20 years, a stint that ended only when the magazine ceased publication in 2009. Between 1996 and 2005, she hosted Cooking Live (1997–2002), Cooking Live Primetime (1999) and Sara's Secrets (2002–2005) on the Food Network, becoming one of the original stars of that cable-and-satellite-television channel during its first decade. Moulton is the author of several cookbooks and videos including Sara Moulton Cooks at Home (2002), Sara's Secrets for Weeknight Meals (2005) and Sara Moulton's Everyday Family Dinners (2010). In 1982 she co-founded the New York Women's Culinary Alliance. Since 2008, Moulton has been the host of Sara's Weeknight Meals, a cooking show distributed by American Public Television. Since 2012, Moulton has been the author of a weekly cooking column for the Associated Press.",Chef
"Anne M. Patterson (born April 15, 1959) is an Associate Justice on the New Jersey Supreme Court. She was sworn in on September 1, 2011, replacing former Justice Roberto Rivera-Soto. Patterson was born in Trenton on April 15, 1959, and raised in Hopewell Township and Princeton. In 1980, she graduated magna cum laude from Dartmouth College, where she was elected to Phi Beta Kappa. She is a 1983 graduate of Cornell Law School, where she won the Cuccia Cup moot court competition. She was admitted to the New Jersey Bar in 1983. In 1983, Patterson joined the law firm of Riker, Danzig, Scherer, Hyland & Perretti LLP as an associate. In 1989, Patterson left Riker Danzig to serve as a deputy attorney general and special assistant to New Jersey Attorney General Peter N. Perretti, Jr., handling civil litigation and criminal appeals on behalf of the state. After rejoining Riker Danzig, Patterson became a partner in the firm in 1992. Her practice focused on product liability, intellectual property and commercial litigation in state and federal trial and appellate courts. Patterson served as Chair of the New Jersey State Bar Association Product Liability and Toxic Tort Section, as an officer and trustee of the Association of the Federal Bar of New Jersey, and as a trustee of the Trial Attorneys of New Jersey. From 1991 to 2006, Patterson served on the New Jersey Supreme Court Committee on Character. Patterson was awarded the William A. Dreier Award for Excellence in the Advancement of Product Liability and Toxic Tort Law and the New Jersey Commission on Professionalism's Professional Lawyer of the Year Award. She was elected to the New Jersey Fellows of the America Bar Foundation in 2011.",Judge
"Alana Hamilton Stewart (/əˈlɑːnə/; born May 18, 1945) is an American actress and former model. She has also used her maiden name, Alana Collins, and her names from her first marriage, Alana Collins-Hamilton and Alana Hamilton, professionally.",Model
"Cleopatra the Alchemist who was likely alive during the 3rd century, was a Greek-Egyptian alchemist, author, and philosopher. She experimented with practical alchemy but is also credited as one of the four female alchemists that could produce the Philosopher's stone. She is considered to be the inventor of the Alembic, an early tool for analytic chemistry. The dates of Cleopatra the Alchemist's life and death are unknown, but she was active in Alexandria in the 3rd century or the 4th century. She is associated with the school of alchemy typified by Mary the Jewess and Comarius. These alchemists used complex apparatus for distillation and sublimation.",Philosopher
"Jourdan Miller (born October 6, 1993) is an American fashion model, best known for winning the twentieth cycle of America's Next Top Model.",Model
"Max Abramovitz (May 23, 1908 – September 12, 2004) was an American architect. He was best known for his work with the New York City firm Harrison & Abramovitz.",Architect
"Joseph H. Rodriguez (born 1930) is a United States federal judge. Born in Camden, New Jersey, Rodriguez received an A.B. from La Salle University in 1955 and an LL.B. from Rutgers University School of Law–Camden in 1958. He was in private practice in Camden, New Jersey from 1959 to 1982. He was a Chairman, New Jersey State Board of Higher Education from 1971 to 1973, and of the State Commission of Investigation from 1974 to 1979. He was a public advocate/public defender, for the State of New Jersey from 1982 to 1985. On February 28, 1985, Rodriguez was nominated by President Ronald Reagan to a new seat on the United States District Court for the District of New Jersey created by 98 Stat. 333. He was confirmed by the United States Senate on May 3, 1985, and received his commission on May 10, 1985. He assumed senior status on May 22, 1998.",Judge
"Richard Orme Wilberforce, Baron Wilberforce, QC, PC (11 March 1907 – 15 February 2003), was a Lord of Appeal in Ordinary in the House of Lords from 1964 to 1982.",Judge
"Doña María Eugenia Martínez de Irujo y Fitz-James Stuart, 12th Duchess of Montoro, Grandee of Spain (born 26 November 1968) is a Spanish aristocrat and socialite. Born in Madrid, she is the youngest daughter of Luis Martínez de Irujo y Artázcoz and Cayetana Fitz-James Stuart, 18th Duchess of Alba. The Duchess works as public relations for Tous Designer House. Her official seat of residence is at Liria Palace, in Madrid, but she also spends her time at her property La Pizana, in Gerena, in the province of Sevilla.",Noble
"Edward Joseph Schwartz (March 26, 1912 – March 22, 2000) was a United States federal judge. Born in Seattle, Washington, Schwartz received an A.B. from the University of California in 1934 and a J.D. from the University of San Francisco School of Law in 1939. He graduated from the Naval War College in 1943. He was a Lieutenant Commander in the United States Navy during World War II, from 1942 to 1945, and thereafter served as a U.S. Naval Reserves Lieutenant Commander.",Judge
Ana Šargić (born c. 1983) is a Serbian model. She was the 2002 Miss Yugoslavia winner.,BeautyQueen
"Jeffrey Tayler is a U.S.-born author and journalist. He is the Russia correspondent for the Atlantic Monthly and a contributor to several other magazines as well as to NPR's All Things Considered. He has written several non-fiction books about different regions of the world which include Facing the Congo, Siberian Dawn, Glory in a Camel's Eye, and Angry Wind, the latter being a portrait of a journey through the Muslim portion of black Africa. His most recent book, River of No Reprieve, is about a challenging raft trip down Russia's Lena River. Tayler is an accomplished polyglot; in addition to his native English, he is fluent in Russian, Arabic, French, and modern Greek, and has a functioning knowledge of Spanish and Turkish. He served as a Peace Corps volunteer in Morocco from 1988 to 1990. Since the summer of 1993, he has lived in Moscow.",Journalist
Karl Gunnar Persson (19 March 1943 – 14 September 2016) was a Scandinavian economic historian whose contribution lies mainly in comparative European economic history.,Economist
"Richard Grandy is an American philosopher and logician. He formulated the principle of humanity, which states that when interpreting another speaker we must assume that his or her beliefs and desires are connected to each other and to reality in some way, and attribute to him or her \""the propositional attitudes one supposes one would have oneself in those circumstances\"". Grandy is Carolyn and Fred McManis Professor of Philosophy at Rice University and has taught at the University of North Carolina, Chapel Hill and Princeton University.",Philosopher
"Marcus A. Anderson (born April 12, 1939) is a retired lieutenant general in the United States Air Force. He was the Inspector General of the Air Force from 1993 to 1996. Anderson graduated from the U.S. Air Force Academy in 1961. He has held a variety of operational and staff assignments including commander of a fighter wing in Europe, commandant of cadets at the academy, commander of a Numbered Air Force in Europe, and commander of the Air Force Operational Test and Evaluation Center. He is a command pilot with more than 4,400 flying hours, including 240 combat missions in Southeast Asia. His awards include the Distinguished Service Medal, Legion of Merit with oak leaf cluster, Distinguished Flying Cross, Defense Meritorious Service Medal with oak leaf cluster, Meritorious Service Medal with two oak leaf clusters, Air Medal with 13 oak leaf clusters, Air Force Commendation Medal with oak leaf cluster, Vietnam Service Medal with three service stars, and the Republic of Vietnam Gallantry Cross with Palm.",MilitaryPerson
Raksha Khadase (born 13 May 1987) is an Indian Bharatiya Janata Party politician from Maharashtra. She is a member of the 16th Lok Sabha (lower house of the Indian Parliament) from the Raver constituency.,OfficeHolder
"Clifford Percy Evans (August 21, 1889 – June 14, 1973) was an American architect based in Salt Lake City, Utah. He graduated from Columbia University and became a draftsman for famous architect Frank Lloyd Wright in Chicago, Illinois. Evans was one of only two architects from Utah, the other being Taylor Woolley, who worked under Wright. In 1917 he established an architectural firm in Salt Lake City with Miles Miller and Wright's other draftsman from Utah, Taylor Woolley, that lasted until 1922. With Woolley he designed the Yale Ward Meetinghouse of The Church of Jesus Christ of Latter-day Saints (LDS Church). Additionally, Evans designed over 150 buildings for that church over the course of his career.",Architect
"(This name uses Spanish naming customs: the first or paternal family name is Navarrete and the second or maternal family name is Rosete.) Jimena \""Ximena\"" Navarrete Rosete (born February 22, 1988 in Guadalajara) is a Mexican actress, TV Host, model and beauty queen who won Miss Universe 2010, becoming the second Mexican to do so. She was previously named as Nuestra Belleza México 2009. In 2013 Ximena Navarette played a dual role in La Tempestad as Marina Reverte and Magdalena Reverte with William Levy and Daniela Romo.",BeautyQueen
"Thomas Reid FRSE (/riːd/; 26 April 1710 – 7 October 1796) was a religiously trained Scottish philosopher, a contemporary of David Hume as well as \""Hume's earliest and fiercest critic.\"" He was the founder of the Scottish School of Common Sense and played an integral role in the Scottish Enlightenment. The early part of his life was spent in Aberdeen and he graduated from the University of Aberdeen. He began his career as a Minister of the Church of Scotland but ceased to be a Minister (or called 'Reverend') when he was given a professorship at King's College, Aberdeen in 1752. He obtained his doctorate and wrote An Inquiry Into the Human Mind on the Principles of Common Sense (published in 1764). He and his colleagues founded the 'Aberdeen Philosophical Society' which was popularly known as the 'Wise Club' (a literary-philosophical association). Shortly after the publication of his first book, he was given the prestigious Professorship of Moral Philosophy at the University of Glasgow when he was called to replace Adam Smith. He resigned from this position in 1781, after which he prepared his university lectures for publication in two books: Essays on the Intellectual Powers of Man (1785) and Essays on the Active Powers of the Human Mind (1788). Reid was buried at Blackfriars Church in the grounds of Glasgow College and when the university moved to Gilmorehill in the west of Glasgow, his tombstone was inserted in the main building. See separate article on Thomas Reid's tombstone. Reid believed that common sense (in a special philosophical sense of sensus communis) is, or at least should be, at the foundation of all philosophical inquiry. He disagreed with Hume, who asserted that we can never know what an external world consists of as our knowledge is limited to the ideas in the mind, and George Berkeley, who asserted that the external world is merely ideas in the mind. By contrast, Reid claimed that the foundations upon which our sensus communis are built justify our belief that there is an external world. In his day and for some years into the 19th century, he was regarded as more important than Hume. He advocated direct realism, or common sense realism, and argued strongly against the Theory of Ideas advocated by John Locke, René Descartes, and (in varying forms) nearly all Early Modern philosophers who came after them. He had a great admiration for Hume and had a mutual friend send Hume an early manuscript of Reid's Inquiry. Hume responded that the \""deeply philosophical\"" work \""is wrote in a lively and entertaining matter,\"" but that \""there seems to be some defect in method,\"" and criticized Reid for implying the presence of innate ideas.",Philosopher
"Arthur R. Nichols was a landscape architect who practiced in New York City and Minnesota in a long career from 1902 through 1960. He was a very productive landscape architect who was instrumental in bringing the field of landscape architecture to Minnesota. Nichols was born in Springfield, Massachusetts on April 15, 1881. He attended the Massachusetts Institute of Technology and was the first graduate from its landscape architecture program in 1902. He started his career in the office of Charles Wellford Leavitt and worked there until 1909. One of the projects that Leavitt's firm had designed was Glensheen Historic Estate in Duluth, Minnesota. Nichols worked on that project, along with Anthony Morell, and the two of them moved to Minnesota and established an architectural partnership in 1909.",Architect
"José Francisco Rezek (born January 18, 1944 in Cristina) is a Brazilian judge who served as a member of the International Court of Justice, based in The Hague, Netherlands, from 1996 to 2006. His surname \""Rezek\"" comes from Lebanon. He earned his LL.B and D.E.S degrees from the Federal University of Minas Gerais (Belo Horizonte) and practised as a lawyer for a few years. He then obtained his PhD degree from l'Université de Paris-Sorbonne in the 1970s. He followed his academic career on to England, earning a Diploma in Law at Oxford University in 1979 (Wolfson College), after undertaking extension courses and research at Harvard University (1965) and at the Hague Academy of International Law (1968). He was a Professor of International Law and Constitutional Law at the University of Brasília from 1971 to 1997 and later became Chair of the Department of Law, serving from 1974 to 1976 and Dean of the Faculty of Social Studies from 1978 to 1979. He moved to Rio de Janeiro and held Professorships in International Law at Rio Branco Institute (the official diplomatic school of Brazil) from 1976 to 1997. Rezek was a Lecturer at The Hague Academy of International Law in 1986 and at the Institute of International Public Law and International Relations in Thessaloniki, Greece in 1989. Rezek is also the president of several conferences, a lecturer and an examiner for professorship contests in the leading Brazilian universities (since 1971). He is currently professor of International Law Theory at University Center of Brasília (UniCEUB). He became Attorney of the Republic at the Supreme Court of Brazil in 1972; and Deputy Attorney-General of the Republic from 1979 to 1983. He then became Justice of the Supreme Court of Brazil, appointed by the President with the approval of the Senate, in March, 1983, at the age of 39. He resigned in March 1990 and was appointed again in April, 1992 for life, but retired in 1997. He was Foreign Minister of Brazil from March 1990 to April 1992 and has been a Member of the Permanent Court of Arbitration since 1987.",Judge
"Patrick Nagle is the former CEO of RateMyProfessors.com, an Internet forum for college students.  RateMyProfessors.com was acquired by Viacom's MTV Networks on January 17, 2007 for an undisclosed sum.  Nagle later purchased RateMyTeachers.com from California-based Mister Message, LLC on April 2, 2008  Patrick Nagle is currently the Managing Member and CEO of Rehab.com, LLC a leading online rehabilitation destination for individuals seeking treatment.",BusinessPerson
"José Renan Vasconcelos Calheiros (Portuguese pronunciation: [ʁeˈnɐ̃ kaˈʎejɾus]; born in Murici, Alagoas, on September 16, 1955) is a Brazilian politician and current President of the Senate of Brazil, for the fourth time. He has represented the state of Alagoas in the senate for the Brazilian Democratic Movement Party since 1 February 1995. On May 25, 2007, Veja magazine accused Calheiros of accepting funds from a lobbyist to pay for the child support of a daughter from a previous extramarital affair with journalist Monica Veloso. In trying to justify the origin of the funds, subsequent investigations on Calheiros' business dealings led to other revelations about income tax fraud and the use of a proxy to buy a stake in a radio station. Calheiros was subject to a disciplinary inquiry by the senate's ethics committee on four different counts. On September 12, 2007, the senate voted by secret ballot against impeaching Calheiros on the lobby funds accusation. He is still facing three separate inquiries on other charges. After the vote, the public outrage which followed forced congress to eliminate secret ballot votes for ethics violation, meaning Calheiros' three other inquiries, if approved by the ethics committee, will be subject to an open ballot vote in the senate floor. On October 11, 2007, Calheiros stepped down as president of the senate, taking a 45-day leave of absence from the position. The ethics inquiries will continue to progress through the senate committees. Calheiros worked for both the Fernando Collor de Mello and Fernando Henrique Cardoso governments. On February 1, 2013, he was again elected president of the Brazilian Senate. Due to the accusations mentioned above, many Brazilians became upset about his election and some started an online petition demanding Renan's impeachment. As of February 2013, it had been signed by more than 1.6 million Brazilians.",OfficeHolder
"Stephen Gageler (/ɡeɪɡlər/; born 5 July 1958) is a Justice of the High Court of Australia. He was previously a barrister based in Sydney, New South Wales and the Solicitor-General of Australia, the Commonwealth's second-ranking law officer.",Judge
"Otto Ritz (17 August 1920 – 12 February 1945) was a highly decorated Feldwebel in the Luftwaffe during World War II, and a recipient of the Knight's Cross of the Iron Cross. The Knight's Cross of the Iron Cross was awarded to recognise extreme battlefield bravery or successful military leadership.",MilitaryPerson
Viktoria Orel (Ukrainian: Вікторія Орел) or Viktoriya Orel is an Ukrainian model and beauty pageant titleholder who was crowned as Miss Ukraine Earth 2015 and Ukraine's representative in Miss Earth 2015. where she won alongside,BeautyQueen
"Nancy B. Clark of Marstons Mills, Massachusetts, is a philatelist who has served the philatelic community by her pioneering work with the Boy Scouts of America and her dedication to work at the American Philatelic Society.",Engineer
"William Thorold (9 October 1798 – 17 December 1878)was an eminent 19th-century millwright, architect and civil engineer in Norwich, Norfolk. He was born in 1798 in Methwold, Norfolk, the son of a farmer. Apprenticed to George Shafto and later to John Fisher Gurling in St Martin's Lane, Norwich, he was in business as a millwright from 1828 until his death at Thorpe Hamlet, Norwich in 1878.",Engineer
"Michael McDowell (born 29 May 1951) is a Senior Counsel in the Bar Council of Ireland and a politician. A grandson of Irish revolutionary Eoin MacNeill, McDowell was a founding member of the Progressive Democrats political party in the mid-1980s. On three occasions he was elected as a Teachta Dála (TD) for the Dublin South-East constituency, serving in the 25th Dáil (1987–89), the 27th Dáil (1992–97), and the 29th Dáil (2002–07). He lost his Dáil seat at the general elections of 1989, 1997, and 2007. During his years in public life, McDowell also served as Attorney General of Ireland (1999–2002), as Minister for Justice, Equality and Law Reform (2002–07), as leader of the Progressive Democrats (2006–07), and as Tánaiste (2006–07). McDowell led the Progressive Democrats to a disastrous performance in the 2007 general election, in which the party lost six of its eight seats in Dáil Éireann, including his own. After conceding his seat to John Gormley at the RDS count centre in Dublin, McDowell abruptly resigned as party leader and announced his immediate retirement from public life. He has since resumed his private legal career. He returned to politics in 2016 and was elected to Seanad Éireann on the National University of Ireland panel.",OfficeHolder
"William Benjamin Robinson (December 22, 1797 – July 18, 1873) was a fur trader and political figure in Upper Canada. He was born in Kingston in 1797, the son of Christopher Robinson and Esther Sayre, and moved to York (Toronto) with his family in 1798. In 1802, his mother remarried after his father's death and moved to Newmarket, where he grew up. Robinson later took over his stepfather's (Elisha Beman) mills and stores. He later joined his brother Peter in the fur trade, operating mainly in the Muskoka district. In 1830, he was elected to the Legislative Assembly of Upper Canada for Simcoe; he was reelected in 1834 and 1836. He oversaw the development of the Welland Canal starting in 1833. In 1843, he negotiated a treaty with the Chippewas of Lake Simcoe where 700 acres (2.8 km2) were \""set aside to be held in trust\"" for their use. In 1844, he was elected to the Legislative Assembly of the Province of Canada for Simcoe as a Tory; he held the seat until 1854, when he was reelected in South Simcoe. In December in that year, he was appointed inspector-general; he resigned the following March because he opposed William Henry Draper's bill to create a University of Upper Canada. In 1846, he was appointed chief commissioner of public works. In the assembly, he opposed the secularization of King's College and of the clergy reserves. He helped promote a railway link between the Province of Canada and the Maritimes. He opposed a proposed Separate School act for Canada West in 1855. In 1850, he negotiated two more treaties with native leaders: \n*  one covering land along Lake Superior from Batchawana Bay to Pigeon River \n*  one which covered land from Batchawana Bay to Penetanguishene In 1852, he became a commissioner of the Canada Company. After the death of his wife in 1865, Robinson left Canada and returned in 1867. He died in Toronto in 1873. His brother John Beverley was a judge and member of the Legislative Assembly and Legislative Council.",OfficeHolder
"Taylor Gun-Jin Wang (simplified Chinese: 王赣骏; traditional Chinese: 王贛駿; pinyin: Wáng Gànjùn; born June 16, 1940) is a Chinese-born American scientist and in 1985, became the first ethnic Chinese person to go into space. While an employee of the Jet Propulsion Laboratory, Wang was a payload specialist on the Space Shuttle Challenger mission STS-51-B.",Astronaut
"Dasha Kapustina (13 December 1989, Vladivostok) is a Russian model. She stands 1.72 m tall and weighs 52 kilos. She has worked for Karl Lagerfeld, besides participating ad for television in Japan and China. She has modeled for Gucci, Dior, YSL, Chanel and Chloe. She studied Human Resources in the Far Eastern Federal University in Russia. In July 2012 she began a relationship with Formula 1 driver Fernando Alonso They broke up in December 2014.",Model
"Samuel H. West (July 17, 1872 – October 5, 1938) was a United States federal judge. Born in Waubeck, Linn County, Iowa West moved to Bellefontaine, Ohio in 1891, and read law in the office of his uncle, William H. West. He entered the bar in 1893, and entered private practice in Bellefontaine, Ohio. He served in the United States Army, Second Ohio Infantry, during the Spanish–American War. He was a prosecutor for Logan County, Ohio from 1899 to 1903, returning to private practice in Columbus, Ohio from 1907 to 1910. West served as a Republican in the Ohio State Senate 1904–1909. On December 10, 1928, West was nominated by President Calvin Coolidge to a seat on the United States District Court for the Northern District of Ohio vacated by David C. Westenhaver. West was confirmed by the United States Senate on December 17, 1928, and received his commission the same day. West served in that capacity until his death, in 1938.",Judge
"Princess Suraya Jah, Nawab Gowhar-i-Taj, Abida Sultan Begum Sahiba (28 August 1913 - 11 May 2002) was the eldest daughter of Hamidullah Khan, the last nawab of the Bhopal state. In 1926 she married Nawab Mohammad Sarwar Ali Khan, ruler of Kurwai State. In 1928, she was recognized as the heiress apparent to the Bhopal throne. However, she gave up her right to the throne and migrated to the newly formed Pakistan in 1950. In Pakistan, she joined the foreign service. Therefore, the Government of India excluded her from the succession and her younger sister Sajida succeeded her instead upon her father's death in 1960, although Abida Sultan contested the succession in court. Abida Sultan had arrived in the newly created Pakistan at the age of 37, with a young son. She was to spend the greater part of her life in Pakistan. She died in Karachi in 2002. Her son, Shaharyar Khan, was to become the Foreign Secretary of Pakistan and then the Chairman of the Pakistan Cricket Board.",Monarch
"Chao Anouvong (Lao: ເຈົ້າອານຸວົງສ໌; Thai: เจ้าอนุวงศ์; rtgs: Chao Anuwong);Khmer: អនុវង្ស, or regnal name Xaiya Setthathirath V (Lao: ໄຊຍະເສດຖາທິຣາຊທີ່ຫ້າ; Thai: ไชยเชษฐาธิราชที่ห้า; rtgs: Chaiya Chetthathirat Thi Ha;Khmer: ជ័យជេដ្ឋាធិរាជទី៥), (1767 – 1829), led the Laotian Rebellion (1826 – 1829) as the last monarch of the Lao Kingdom of Vientiane. Anouvong succeeded to the throne in 1805 upon the death his brother, Chao Inthavong (Lao: ເຈົ້າອິນທະວົງສ໌; เจ้าอินทวงศ์), Xaiya Setthathirath IV, who had succeeded their father, Phrachao Siribounyasan (Lao: ພຣະເຈົ້າສິຣິບຸນຍະສາຣ; พระเจ้าสิริบุญสาร) Xaiya Setthathirath III. Anou was known by his father's regal number until recently discovered records disclosed that his father and brother had the same regal name.",Monarch
